Probability_0,Probability_1,Probability_2
0.9999999739972574,2.4250892453368487e-23,2.600274259705925e-08
3.0395647293329893e-15,0.9999342784331791,6.57215668178166e-05
0.9999991279073328,6.46745472330705e-23,8.720926670714944e-07
2.9674243246328774e-05,6.837302899815655e-06,0.9999634884538539
2.530677353821841e-06,0.02070166452850621,0.9792958047941399
0.015468720032010875,2.606816948281055e-07,0.9845310192862944
0.0016263849770603816,1.4126720647119737e-05,0.9983594883022925
1.7264716576927654e-11,0.9986096612798302,0.0013903387029049479
4.781777999494239e-26,0.9999999999428892,5.711086436321532e-11
2.9075405181863762e-09,0.7544326011053909,0.2455673959870685
0.0020636907235776778,0.0001272722342993608,0.9978090370421229
0.07433512176546658,3.1242059214493826e-07,0.9256645658139414
0.9999999894780712,3.0609741942908926e-25,1.0521928785316792e-08
0.015513327685702797,1.2221878131637096e-05,0.9844744504361654
3.1545034450021797e-15,0.9999717323003223,2.826769967449614e-05
2.0467130289748404e-05,0.00016058368112158432,0.9998189491885886
3.727302065793368e-05,0.00044765609304716844,0.999515070886295
0.013496177454501612,4.908805176681172e-07,0.9865033316649807
1.8839578559523512e-05,0.0007281378369124689,0.999253022584528
4.251108093394673e-05,1.3963640325830658e-05,0.9999435252787402
1.1716165151363775e-13,0.9999209582724696,7.904172741311185e-05
0.9999998244264314,6.783320254869488e-24,1.7557356850497905e-07
1.0319439794186723e-14,0.999985807792486,1.4192207503750723e-05
0.005808623503957236,3.618617797668883e-07,0.9941910146342628
0.0008021302201352686,1.9590006488293657e-05,0.9991782797733765
1.3600030880539382e-15,0.999939591325903,6.040867409551914e-05
1.048891230238118e-18,0.9999997511802525,2.488197474953442e-07
0.9999998601112794,1.4202640660758804e-26,1.3988872050694533e-07
0.0005917421314741266,2.0756561998435608e-05,0.9993875013065274
1.0671241591479357e-28,0.9999999999981215,1.8785518800033576e-12
0.9990255605598763,1.368251394066388e-16,0.0009744394401233819
2.308186170430025e-13,0.9998089957286134,0.00019100427115581556
4.5033734777918344e-13,0.9995501009871338,0.0004498990124160023
1.7301541153614084e-16,0.9999894802018673,1.0519798132559182e-05
0.9999999081350062,1.2568718387331578e-26,9.186499385261641e-08
0.999999999587839,1.1394055017732984e-28,4.1216096634396874e-10
1.1006625593929787e-08,0.9170266704743646,0.0829733185190098
0.00044133895282094296,6.448548679133854e-05,0.9994941755603878
2.114273031674009e-16,0.9999875388338487,1.2461166151061578e-05
0.00021273566448581758,1.9047106593348557e-05,0.999768217228921
0.9971718512715608,5.166441231431059e-14,0.002828148728387545
0.9999999927613095,3.66688981963323e-26,7.238690535673676e-09
0.9937180316973167,7.485266029169066e-13,0.006281968301934935
5.2715604485213826e-14,0.9997370920836992,0.00026290791624821423
0.999999878933443,4.3831723034051566e-24,1.2106655694079826e-07
0.9931732456717313,6.224301691996925e-15,0.006826754328262687
1.0405837761594544e-17,0.9999966841225506,3.315877449410457e-06
0.9991086349512289,2.7518714380306247e-13,0.0008913650484960171
0.00023612623782643655,0.00010410755522961803,0.9996597662069441
3.405252862621689e-05,0.003275407721836226,0.9966905397495376
1.4099615730529014e-15,0.9999520318371738,4.796816282478394e-05
4.043893057635906e-20,0.9999998950254606,1.0497453926223606e-07
0.9999999980080121,9.302098388350476e-28,1.991987992804627e-09
8.609252054505999e-17,0.9999983307415015,1.669258498467858e-06
7.442797350140281e-20,0.9999999566937677,4.330623218703802e-08
7.2006777532236175e-19,0.9999999144568255,8.554317454270244e-08
8.176346846772758e-22,0.9999999972484479,2.751552189979316e-09
0.00024184865345885852,0.0006765124516484509,0.9990816388948928
4.595082751662549e-19,0.9999998611710723,1.388289278205955e-07
8.06711151562141e-13,0.9998604783611117,0.00013952163808148384
0.058585481846990646,6.929905068050925e-08,0.9414144488539585
1.792928083112525e-18,0.9999990380335274,9.619664725460269e-07
0.9999999813149337,1.0494159410605406e-24,1.8685066293726852e-08
0.0017630071142034477,7.809032768385666e-05,0.9981589025581128
3.308425918858727e-22,0.9999999963092083,3.690791628330206e-09
2.031235850700378e-15,0.999996932096759,3.067903238935381e-06
0.9999999524355101,3.7304584855545866e-26,4.7564489830885444e-08
1.9407512278318507e-21,0.9999999980010836,1.998916253007363e-09
0.9999991955634372,1.0235622579570043e-22,8.04436562920888e-07
4.70954031923408e-13,0.9997215641088764,0.00027843589065262413
0.00042231864038697373,3.28742358181182e-05,0.9995448071237949
0.978840492264539,3.7683933976647075e-13,0.0211595077350841
0.9999739115844309,4.356157025894998e-19,2.6088415569191826e-05
